run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,feature_root
step6_spatial_sector_angle_adamw100,acceleration,6,0.2608695652173913,0.8865147137175405,0.039453073217133004,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,7,0.30434782608695654,0.8895780175819636,0.06691211073188646,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,8,0.34782608695652173,0.8893771971951786,0.05300183295679303,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,9,0.391304347826087,0.9519213464835563,0.014246628860539672,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,10,0.43478260869565216,0.9329717752899999,0.032655336974359246,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,11,0.4782608695652174,0.9528613065361446,0.0053777997985245555,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,12,0.5217391304347826,0.8833521204974755,0.08081329004520729,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,13,0.5652173913043478,0.9448247222903372,0.003378533225984228,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,14,0.6086956521739131,0.9006296359090497,0.048832101318390796,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,15,0.6521739130434783,0.9209743396375079,0.03880615846013347,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,16,0.6956521739130435,0.9234135503213043,0.031394969111856845,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,17,0.7391304347826086,0.8621922193867707,0.067059129762295,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,18,0.782608695652174,0.8601283395162967,0.07192837729679012,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,19,0.8260869565217391,0.8735954691066785,0.029074042742125696,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,20,0.8695652173913043,0.8923044111908738,0.029066817385974723,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,21,0.9130434782608695,0.9119042127897888,0.03814997474156913,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,22,0.9565217391304348,0.9106376822531519,0.03107366857653978,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,23,1.0,0.8668586841348486,0.04754935749176499,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
