run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,feature_root
step3_pixel_region_angle,direction,14,0.6086956521739131,0.9695811356750091,0.007354256702084285,0.005,0.01,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,15,0.6521739130434783,0.9628593342031498,0.004844237454071705,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,16,0.6956521739130435,0.9536481548684757,0.009954939528978878,0.005,0.01,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,17,0.7391304347826086,0.949114424037214,0.00409837828917278,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,18,0.782608695652174,0.9477419893709668,0.007529164583556311,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,19,0.8260869565217391,0.9557568649432074,0.006367706701644214,0.005,0.01,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,20,0.8695652173913043,0.9551701191242156,0.007995925365137964,0.003,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,21,0.9130434782608695,0.9382188013792987,0.007545523611383034,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,22,0.9565217391304348,0.9515628501652644,0.011078576736708963,0.005,0.01,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,23,1.0,0.9546602913826604,0.009645985638992662,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,0,0.0,-0.1495079134397689,0.08465415357807897,0.0001,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,1,0.043478260869565216,0.9061313915034811,0.02692620361718342,0.003,0.01,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,2,0.08695652173913043,0.8500738333428532,0.02591935466997098,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,3,0.13043478260869565,0.8947242045961868,0.024211172638837146,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,4,0.17391304347826086,0.882470847632818,0.030066749206404755,0.005,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,5,0.21739130434782608,0.912435329555036,0.021720336238258885,0.001,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,6,0.2608695652173913,0.9561911918750988,0.010616321391851046,0.005,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,7,0.30434782608695654,0.9598086026640417,0.009716137567918066,0.005,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,8,0.34782608695652173,0.9658380496692726,0.007146169253039502,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,9,0.391304347826087,0.9795850778503914,0.006320750627839937,0.005,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,10,0.43478260869565216,0.9807056118641523,0.0061965091742095515,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,11,0.4782608695652174,0.9838915705012446,0.005193407308980053,0.005,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,12,0.5217391304347826,0.9819151569154497,0.004342719201861346,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,13,0.5652173913043478,0.9825218680183065,0.006487892984241756,0.005,0.4,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,14,0.6086956521739131,0.9821442994937503,0.006223329535787704,0.003,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,15,0.6521739130434783,0.9791600922247801,0.009363614376294642,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,16,0.6956521739130435,0.9789641865893592,0.007033925927369974,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,17,0.7391304347826086,0.9807855605109944,0.007903552819997413,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,18,0.782608695652174,0.9775386661247809,0.008098780878268649,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,19,0.8260869565217391,0.981086417342687,0.006624016914584176,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,20,0.8695652173913043,0.9797706601080876,0.008590868771275661,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,21,0.9130434782608695,0.9797593918649696,0.0061663655044240095,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,22,0.9565217391304348,0.9782020487192764,0.005513290793477419,0.003,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,acceleration,23,1.0,0.9767581807979131,0.0075455349413602905,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
