layer,probe,mean_r2,std_r2,best_lr,best_wd
31,direction,0.9923278736802603,0.0009972599266177048,0.0001,0.01
32,direction,0.9896712746866736,0.0010387904165523477,0.0001,0.4
33,direction,0.9882300784193264,0.00230313754415941,0.0001,0.4
34,direction,0.9882150625024055,0.0016426280053086733,0.0001,0.8
35,direction,0.9902549950004685,0.0006045913196636978,0.0001,0.8
36,direction,0.9904081611832336,0.0008740016612624947,0.0001,0.8
37,direction,0.9908599028425342,0.0007060674713575452,0.0001,0.8
38,direction,0.9900254316851088,0.0007635222314927537,0.0001,0.8
39,direction,0.9908163637698436,0.0009167550430151453,0.0001,0.8
0,acceleration,0.7791977485526405,0.03158841546511298,0.0001,0.01
1,acceleration,0.6390774977141611,0.12105434921735565,0.0001,0.01
2,acceleration,0.4320322397528419,0.0855204924042811,0.0001,0.8
3,acceleration,0.7964293729446487,0.027677437340446955,0.0001,0.8
4,acceleration,0.8314955457808029,0.019822443639971106,0.0001,0.8
5,acceleration,0.8630755974030594,0.01007858866604969,0.0001,0.8
6,acceleration,0.8934966070386299,0.006861463800620168,0.0001,0.8
7,acceleration,0.9034462200984038,0.008417573734327242,0.0001,0.8
8,acceleration,0.9250316347352342,0.005765151928813086,0.0001,0.8
9,acceleration,0.9384546491171945,0.010949127841820715,0.0001,0.8
10,acceleration,0.9428853980955214,0.0089893463299141,0.0001,0.8
11,acceleration,0.9458888641463327,0.007386567664508779,0.0001,0.8
12,acceleration,0.9535435130083357,0.004555701710781092,0.0001,0.8
13,acceleration,0.9609751582137616,0.0061077634793390454,0.0001,0.8
14,acceleration,0.9646362710308353,0.0042054387338513214,0.0001,0.8
15,acceleration,0.9643152665917715,0.005350108741540296,0.0001,0.8
16,acceleration,0.9622224942513489,0.007778698754648244,0.0001,0.8
17,acceleration,0.9665486759597858,0.011686815839892168,0.0001,0.8
18,acceleration,0.964076871780333,0.012055664388907756,0.0001,0.8
19,acceleration,0.9670270101073335,0.011116723531231996,0.0001,0.8
20,acceleration,0.9715203216875679,0.008928202658783793,0.0001,0.8
21,acceleration,0.9740566440038109,0.005695092837367906,0.0001,0.8
22,acceleration,0.9758016790194859,0.00506078872684173,0.0001,0.8
23,acceleration,0.9760691163388128,0.0036241536950837806,0.0001,0.8
24,acceleration,0.9774179013871095,0.003615689495092643,0.0001,0.8
25,acceleration,0.9753757371996314,0.0026411722158477483,0.0001,0.8
26,acceleration,0.975095206897084,0.0033451303077142148,0.0001,0.8
27,acceleration,0.977337482625423,0.0022685725575190448,0.0001,0.8
28,acceleration,0.9768610892673195,0.0020155142631972382,0.0001,0.8
29,acceleration,0.9789252152983747,0.0027656425433707117,0.0001,0.8
30,acceleration,0.9798793062562773,0.00325157519866536,0.0001,0.8
31,acceleration,0.9788213502856046,0.0037894569174581417,0.0001,0.8
32,acceleration,0.9776510031667442,0.0031266182026646397,0.0001,0.8
33,acceleration,0.9779744549582728,0.003583508605874595,0.0001,0.8
34,acceleration,0.9779123367053841,0.002533104211659556,0.0001,0.8
35,acceleration,0.9778049696852891,0.0037745512485739437,0.0001,0.8
36,acceleration,0.9765370678570477,0.003653078882858623,0.0001,0.8
37,acceleration,0.9768798119473816,0.0032552339265945686,0.0001,0.8
38,acceleration,0.9772393137889523,0.0038540803135091914,0.0001,0.8
39,acceleration,0.9761118979828843,0.0040946539213359496,0.0001,0.8
